Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
2016,Carles Pérez,es ESP,"MF,FW",Getafe,es La Liga,27.0,1998,22,14,1283,14.3,2,0,2,2,0,0,2,0,2.2,2.2,1.5,3.7,0.14,0.26,24,17,68,32,8,25.0,2.24,0.56,0.06,0.25,21.3,1,0,0,2.2,2.2,0.07,-0.2,-0.2,190,292,65.1,2836,722,0,1.5,1.1,-1.5,16,15,13,7,17,273,17,9,1,0,39,1,7,4,1,0,190,29,21,11,12,6,47,42.6,27,15,1,14,6,35,19,0,35,2.46,23,1,6,2,2,1,0,0.00,472,16,68,167,248,35,472,41,17,41.5,23,56.1,243,1777,766,24,29,8,27,15,273,68,2,0,0,37,8,1,39,6,21,0,0,0,43,12,22,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Francisco Perez,es ESP,"FW,MF",Valencia,es La Liga,22.0,2002,16,3,364,4.0,0,0,0,0,0,0,1,0,0.1,0.1,2.1,2.2,0.00,0.56,14,10,50,4,1,25.0,0.99,0.25,0.00,0.00,20.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,113,151,74.8,1678,337,0,2.1,1.3,-2.1,5,5,5,1,10,145,6,0,1,2,18,5,1,0,0,0,113,5,5,2,3,0,8,37.5,5,7,1,6,3,8,4,0,10,2.48,10,0,0,0,0,0,1,0.25,209,4,28,74,108,10,209,12,6,50.0,6,50.0,127,950,422,14,6,3,12,6,150,50,1,0,0,4,8,0,18,3,5,0,0,0,13,5,4,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Kike Pérez,es ESP,MF,Venezia,it Serie A,28.0,1997,7,6,546,6.1,0,0,0,0,0,0,2,0,0.6,0.6,1.0,1.6,0.00,0.27,5,24,17,9,3,33.3,1.48,0.49,0.00,0.00,19.8,0,0,0,0.6,0.6,0.07,-0.6,-0.6,223,310,71.9,3732,1332,0,1.0,1.0,-1.0,11,20,8,2,24,260,48,21,2,3,30,9,18,12,1,0,223,25,14,9,8,8,27,40.7,16,8,1,7,6,31,7,0,17,2.80,14,2,0,1,0,0,0,0.00,391,17,84,177,137,6,391,15,9,60.0,5,33.3,223,1089,466,5,7,1,12,9,228,17,2,0,0,11,7,1,30,6,14,0,0,0,28,10,5,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Kike Pérez,es ESP,MF,Valladolid,es La Liga,28.0,1997,19,14,1191,13.2,2,0,2,2,0,0,6,0,2.1,2.1,1.0,3.1,0.15,0.24,19,67,28,20,4,20.0,1.51,0.30,0.10,0.50,21.1,1,0,0,2.1,2.1,0.11,-0.1,-0.1,440,564,78.0,8065,2480,0,1.0,1.1,-1.0,17,47,5,0,67,481,78,37,2,13,33,5,18,4,10,0,440,37,26,15,19,3,26,57.7,11,16,4,12,7,44,18,0,36,2.72,20,11,1,1,2,1,1,0.08,723,19,166,412,159,18,723,22,8,36.4,12,54.5,344,2211,1125,19,18,4,25,13,441,28,6,0,0,32,21,1,33,7,26,0,0,0,60,12,15,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Luis Pérez,es ESP,DF,Valladolid,es La Liga,30.0,1995,26,25,2243,24.9,0,0,0,0,0,0,2,0,0.1,0.1,1.8,1.9,0.00,0.08,36,76,102,3,1,33.3,0.12,0.04,0.00,0.00,25.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,792,1049,75.5,14067,5197,0,1.8,2.3,-1.8,23,50,30,27,76,837,208,21,2,6,90,187,0,0,0,0,792,37,26,23,9,5,37,64.9,13,25,9,16,26,63,71,0,47,1.89,40,6,0,0,0,1,2,0.08,1269,77,433,549,296,7,1269,15,6,40.0,7,46.7,522,2500,1281,36,20,3,26,5,697,102,2,0,0,12,22,3,90,26,26,0,1,0,68,14,30,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Nehuén Pérez,ar ARG,DF,Udinese,it Serie A,24.0,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,2,4,2,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,49,60,81.7,1023,477,0,0.0,0.0,0.0,0,5,0,0,4,51,9,7,0,2,0,0,0,0,0,0,49,1,1,0,0,1,1,0.0,1,2,2,0,1,2,7,0,0,0.00,0,0,0,0,0,0,0,0.00,74,13,41,31,4,1,74,1,1,100.0,0,0.0,28,151,78,2,1,1,0,0,34,2,0,0,0,3,2,0,0,1,1,0,0,0,6,3,1,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Simone Perilli,it ITA,GK,Hellas Verona,it Serie A,30.0,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,9,23,39.1,367,314,0,0.0,0.0,0.0,0,1,0,0,0,12,11,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0.00,27,20,26,1,0,0,27,0,0,,0,,12,81,67,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,1,1.00,6,5,83.3,0,0,1,0,0.0,0,0,0,0,2.0,0.34,+1.0,+1.04,3,16,18.8,17,2,64.7,48.8,18,1,5.6,3,3.00,22.3
2023,Mattia Perin,it ITA,GK,Juventus,it Serie A,32.0,1992,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,145,182,79.7,3391,1965,0,0.0,0.0,0.0,0,2,0,0,0,165,17,5,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0.00,0,0,0,0,0,0,0,0.00,185,161,185,0,0,0,185,0,0,,0,,123,703,460,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,100.0,3,0.60,16,13,81.3,2,3,0,3,60.0,0,0,0,0,3.7,0.23,+0.7,+0.14,11,44,25.0,170,30,22.4,29.4,50,3,6.0,3,0.60,14.0
2024,Romain Perraud,fr FRA,DF,Betis,es La Liga,27.0,1997,21,17,1507,16.7,1,0,1,1,0,0,6,1,0.3,0.3,1.1,1.4,0.06,0.09,42,49,87,14,3,21.4,0.84,0.18,0.07,0.33,22.4,0,0,0,0.3,0.3,0.02,+0.7,+0.7,707,904,78.2,9884,3369,0,1.1,1.1,-1.1,11,47,10,7,49,702,198,27,0,3,56,171,0,0,0,0,707,28,18,11,13,4,38,44.7,21,14,3,11,18,46,54,1,24,1.43,20,1,1,2,0,0,1,0.06,1104,47,323,453,334,20,1104,27,9,33.3,12,44.4,566,2905,1495,42,21,9,26,13,632,87,6,1,0,23,32,5,56,18,18,0,1,0,74,8,13,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,Lucas Perri,br BRA,GK,Lyon,fr Ligue 1,27.0,1997,26,26,2340,26.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,630,844,74.6,15863,10735,0,0.0,0.0,0.0,1,20,0,0,0,665,175,47,0,3,0,0,0,0,0,0,630,1,1,1,0,0,4,0.0,4,1,0,1,0,1,16,1,4,0.15,2,2,0,0,0,0,0,0.00,913,750,906,7,0,0,913,0,0,,0,,547,2464,1715,0,0,0,1,1,452,0,1,0,0,1,4,0,0,0,1,0,0,0,27,12,0,100.0,33,1.27,132,99,77.3,13,6,7,9,34.6,3,3,0,0,39.1,0.28,+6.1,+0.23,90,276,32.6,712,148,31.3,31.5,351,24,6.8,24,0.92,13.6
2026,Gaëtan Perrin,fr FRA,"MF,FW",Auxerre,fr Ligue 1,28.0,1996,26,23,1984,22.0,8,7,15,8,0,0,1,0,4.1,4.1,6.2,10.3,0.68,0.47,52,98,94,42,22,52.4,1.91,1.00,0.19,0.36,19.2,3,0,0,4.1,4.1,0.10,+3.9,+3.9,508,730,69.6,9221,3492,7,6.2,3.6,+0.8,50,62,22,5,98,575,149,41,5,7,122,6,82,29,43,0,508,45,25,21,11,13,41,48.8,21,10,0,10,11,56,4,0,86,3.90,44,29,5,3,1,4,12,0.54,959,6,113,416,448,69,959,97,40,41.2,52,53.6,555,3552,1870,52,45,23,25,43,616,94,1,0,0,18,13,7,122,11,25,0,0,0,96,3,11,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,Máximo Perrone,ar ARG,MF,Como,it Serie A,22.0,2003,18,14,1288,14.3,0,2,2,0,0,0,4,0,0.7,0.7,1.1,1.8,0.14,0.13,11,61,15,6,0,0.0,0.42,0.00,0.00,,22.0,0,0,0,0.7,0.7,0.12,-0.7,-0.7,797,890,89.6,12728,4273,2,1.1,0.9,+0.9,18,62,11,0,61,858,30,26,3,4,3,3,1,0,0,0,797,27,18,13,9,5,30,30.0,21,11,1,10,14,41,27,0,30,2.10,29,1,0,0,0,0,2,0.14,997,41,253,601,149,13,997,6,3,50.0,3,50.0,635,2560,1150,11,14,0,15,11,763,15,4,0,0,19,10,0,3,14,18,0,0,0,69,8,8,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,Noah Pesch,hr CRO,FW,Gladbach,de Bundesliga,19.0,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,1,1,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2,4,50.0,32,11,0,0.0,0.0,0.0,0,0,1,0,1,3,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,,0,0,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,0.00,5,0,0,1,4,0,5,0,0,,0,,2,17,16,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,Matteo Pessina,it ITA,MF,Monza,it Serie A,27.0,1997,11,10,854,9.5,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,0.00,0.03,8,28,20,3,0,0.0,0.32,0.00,0.00,,24.2,1,0,0,0.2,0.2,0.06,-0.2,-0.2,424,490,86.5,7412,1478,0,0.1,0.2,-0.1,4,31,4,1,28,462,26,14,0,1,6,0,0,0,0,0,424,15,4,3,11,1,14,64.3,5,6,0,6,12,27,7,0,9,0.95,8,1,0,0,0,0,1,0.11,559,16,155,317,91,5,559,10,5,50.0,3,30.0,333,1750,735,8,10,1,9,13,397,20,2,0,0,5,13,0,6,12,4,0,0,0,58,10,8,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,Andrea Petagna,it ITA,FW,Monza,it Serie A,29.0,1995,8,2,259,2.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0.00,0.06,2,1,10,4,0,0.0,1.39,0.00,0.00,,14.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,38,60,63.3,589,51,0,0.0,0.0,0.0,0,2,0,0,1,54,6,0,0,1,1,0,0,0,0,0,38,1,0,0,1,0,2,50.0,1,0,0,0,1,2,2,0,0,0.00,0,0,0,0,0,0,0,0.00,86,1,14,46,26,10,86,4,2,50.0,2,50.0,54,284,78,2,2,1,8,3,61,10,1,0,0,5,4,2,1,1,0,0,0,0,6,7,13,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,Léo Pétrot,fr FRA,DF,Saint-Étienne,fr Ligue 1,27.0,1997,22,20,1828,20.3,0,1,1,0,0,0,3,0,0.5,0.5,0.5,1.0,0.05,0.05,19,58,67,5,2,40.0,0.25,0.10,0.00,0.00,11.4,0,0,0,0.5,0.5,0.10,-0.5,-0.5,790,997,79.2,12542,4688,1,0.5,0.7,+0.5,8,46,11,5,58,836,159,14,1,2,35,140,5,5,0,0,790,48,29,29,16,3,37,73.0,10,34,17,17,32,80,76,0,22,1.08,18,2,1,1,0,0,2,0.10,1229,128,511,484,238,14,1229,9,6,66.7,3,33.3,548,2013,958,19,10,4,18,13,701,67,3,0,0,14,16,1,35,32,29,0,3,0,84,23,27,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,Đorđe Petrović,rs SRB,GK,Strasbourg,fr Ligue 1,25.0,1999,23,23,2070,23.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.00,0.00,1,1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,944,1167,80.9,21539,13316,0,0.0,0.0,0.0,0,20,1,0,1,1037,129,48,0,1,0,0,0,0,0,0,944,1,1,1,0,0,0,,0,0,0,0,0,1,17,0,2,0.09,2,0,0,0,0,0,0,0.00,1236,755,1224,12,0,0,1236,0,0,,0,,855,3426,1937,1,0,0,0,0,850,0,2,0,0,0,3,0,0,0,1,0,0,0,41,2,0,100.0,27,1.17,103,77,77.7,11,6,6,8,34.8,5,4,1,0,33.4,0.29,+8.4,+0.36,94,276,34.1,1085,89,21.6,27.6,375,26,6.9,34,1.48,15.2
2033,Giuseppe Pezzella,it ITA,"DF,FW",Empoli,it Serie A,27.0,1997,27,26,2158,24.0,0,2,2,0,0,0,5,0,0.5,0.5,3.0,3.5,0.08,0.14,63,60,104,12,2,16.7,0.50,0.08,0.00,0.00,20.7,0,0,0,0.5,0.5,0.04,-0.5,-0.5,647,968,66.8,10761,4450,2,3.0,3.0,-1.0,26,41,22,16,60,707,256,19,2,0,140,215,19,5,10,0,647,42,25,24,12,6,49,51.0,24,25,7,18,13,55,86,1,42,1.75,30,9,2,0,1,0,4,0.17,1232,77,371,483,396,24,1232,43,15,34.9,20,46.5,526,3283,1695,63,31,11,37,29,607,104,5,0,0,36,29,3,140,13,25,0,1,0,71,21,16,56.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,Valentín Pezzolesi,es ESP,DF,Las Palmas,es La Liga,17.0,2007,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2,5,40.0,45,4,0,0.0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,0,0.00,0,0,0,0,0,0,0,0.00,6,1,5,0,1,0,6,0,0,,0,,2,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,Luca Philipp,de GER,GK,Hoffenheim,de Bundesliga,24.0,2000,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,109,169,64.5,3198,2522,0,0.0,0.0,0.0,0,4,0,0,0,116,52,21,0,0,0,0,0,0,0,0,109,1,0,1,0,0,1,100.0,0,0,0,0,0,1,1,0,1,0.20,1,0,0,0,0,0,0,0.00,188,155,186,2,0,0,188,0,0,,0,,86,477,214,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,11,2.20,28,18,64.3,1,2,2,0,0.0,1,1,0,0,10.1,0.35,+0.1,+0.01,27,83,32.5,137,21,51.1,38.7,66,3,4.5,3,0.60,11.8
2036,Maximilian Philipp,de GER,"MF,FW",Freiburg,de Bundesliga,31.0,1994,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.22,0,0,0,1,0,0.0,5.29,0.00,0.00,,21.5,0,0,0,0.0,0.0,0.04,0.0,0.0,3,7,42.9,21,0,0,0.0,0.0,0.0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,9,0,1,3,5,0,9,0,0,,0,,3,15,14,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,Kalvin Phillips,eng ENG,MF,Ipswich Town,eng Premier League,29.0,1995,17,14,1205,13.4,0,0,0,0,0,0,6,1,0.4,0.4,0.2,0.6,0.00,0.05,4,49,4,10,2,20.0,0.75,0.15,0.00,0.00,24.2,3,0,0,0.4,0.4,0.04,-0.4,-0.4,425,533,79.7,8376,2418,0,0.2,0.5,-0.2,5,48,6,1,49,494,38,25,1,6,18,2,11,8,2,1,425,33,18,8,18,7,38,39.5,23,35,6,29,19,52,35,2,17,1.27,13,3,0,1,0,0,3,0.22,713,59,218,381,118,4,713,12,5,41.7,6,50.0,300,1443,539,4,5,0,23,10,381,4,6,1,1,28,19,0,18,19,18,0,0,0,68,7,21,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,Jaden Philogene Bidace,eng ENG,"FW,MF",Aston Villa,eng Premier League,23.0,2002,11,2,332,3.7,0,0,0,0,0,0,4,1,0.5,0.5,0.3,0.8,0.00,0.20,7,4,17,7,0,0.0,1.90,0.00,0.00,,16.0,0,0,0,0.5,0.5,0.07,-0.5,-0.5,63,86,73.3,850,161,0,0.3,0.2,-0.3,1,1,3,0,4,85,1,0,1,0,4,1,0,0,0,0,63,11,5,4,7,0,6,66.7,2,5,0,5,3,14,2,1,5,1.36,3,0,0,0,1,1,0,0.00,145,4,27,54,66,14,145,15,4,26.7,8,53.3,75,520,239,7,5,7,7,3,83,17,4,1,1,12,8,1,4,3,5,0,0,0,21,0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,Jaden Philogene Bidace,eng ENG,"FW,DF",Ipswich Town,eng Premier League,23.0,2002,7,5,458,5.1,2,0,2,2,0,0,0,0,1.9,1.9,0.2,2.1,0.39,0.42,13,10,34,11,5,45.5,2.16,0.98,0.18,0.40,16.5,0,0,0,1.9,1.9,0.18,+0.1,+0.1,94,129,72.9,1522,407,0,0.2,0.2,-0.2,5,7,4,3,10,127,1,0,0,1,13,1,0,0,0,0,94,14,7,6,6,2,15,53.3,7,10,1,9,10,24,9,1,9,1.76,6,0,1,1,1,0,0,0.00,214,10,52,64,100,17,214,18,5,27.8,11,61.1,125,856,302,13,3,5,10,10,130,34,0,0,0,6,9,1,13,10,7,0,0,0,23,5,3,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,Pica,es ESP,DF,Alavés,es La Liga,23.0,2002,8,5,487,5.4,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.4,0.00,0.07,3,15,0,4,1,25.0,0.74,0.18,0.00,0.00,10.7,0,0,0,0.3,0.3,0.08,-0.3,-0.3,152,198,76.8,3075,1318,0,0.0,0.0,0.0,1,13,1,0,15,185,12,4,0,1,2,1,0,0,0,0,152,9,7,7,2,0,9,44.4,5,7,6,1,8,17,23,0,2,0.37,2,0,0,0,0,0,0,0.00,256,32,132,116,8,5,256,1,1,100.0,0,0.0,121,703,479,3,2,0,2,1,131,0,1,0,0,6,3,0,2,8,7,0,0,0,12,17,10,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,Roberto Piccoli,it ITA,FW,Cagliari,it Serie A,24.0,2001,29,29,2440,27.1,7,1,8,6,1,1,3,0,9.4,8.6,0.9,9.6,0.26,0.38,19,30,128,72,20,27.8,2.66,0.74,0.08,0.30,13.5,1,1,1,9.4,8.6,0.12,-2.4,-2.6,274,408,67.2,3677,660,1,0.9,0.4,+0.1,12,29,5,0,30,358,47,0,0,2,5,3,0,0,0,0,274,13,9,2,6,5,7,42.9,4,10,3,7,2,15,26,0,42,1.55,19,1,1,11,10,0,4,0.15,706,25,61,367,285,110,705,45,10,22.2,31,68.9,380,1748,512,19,18,11,75,37,516,128,3,0,0,44,42,18,5,2,9,2,0,0,40,82,117,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,Benedikt Pichler,at AUT,FW,Holstein Kiel,de Bundesliga,27.0,1997,16,7,743,8.3,1,2,3,1,0,0,1,0,2.2,2.2,1.1,3.2,0.36,0.39,16,17,51,18,8,44.4,2.18,0.97,0.06,0.13,13.9,0,0,0,2.2,2.2,0.12,-1.2,-1.2,125,199,62.8,1811,307,2,1.1,0.9,+0.9,11,11,7,2,17,182,17,0,2,0,9,0,0,0,0,0,125,5,2,1,0,4,4,50.0,2,4,2,2,2,7,11,0,28,3.39,18,1,2,5,2,0,3,0.36,292,13,29,144,120,38,292,17,8,47.1,8,47.1,139,811,372,16,7,7,21,12,214,51,1,0,0,13,16,12,9,2,2,0,0,0,15,41,29,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,31.0,1994,29,29,2610,29.0,0,1,1,0,0,0,6,0,0.0,0.0,0.4,0.4,0.03,0.01,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,797,1216,65.5,25836,19611,1,0.4,0.2,+0.6,2,58,7,0,0,864,343,154,0,5,0,0,0,0,0,0,797,1,0,1,0,0,2,50.0,1,0,0,0,1,2,27,1,10,0.34,9,1,0,0,0,0,1,0.03,1302,846,1239,64,0,0,1302,0,0,,0,,721,4333,2524,0,0,0,1,0,637,0,6,0,0,0,6,0,0,1,0,0,0,0,28,4,1,80.0,36,1.24,119,81,69.7,7,13,9,9,31.0,2,0,2,0,37.3,0.31,+1.3,+0.04,245,631,38.8,1018,129,50.5,40.1,426,23,5.4,53,1.83,16.0
2044,Amos Pieper,de GER,DF,Werder Bremen,de Bundesliga,27.0,1998,15,8,814,9.0,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,0.00,0.08,5,35,1,2,0,0.0,0.22,0.00,0.00,,21.9,0,0,0,0.2,0.2,0.11,-0.2,-0.2,410,495,82.8,7922,2604,0,0.5,0.3,-0.5,1,22,7,1,35,462,32,15,0,5,4,6,0,0,0,0,410,18,9,9,5,4,20,55.0,9,16,9,7,18,36,41,0,1,0.11,1,0,0,0,0,0,0,0.00,596,64,304,252,41,3,596,1,1,100.0,0,0.0,308,1220,528,5,3,0,2,3,366,1,0,0,0,5,7,0,4,18,9,0,0,0,25,19,26,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,Marvin Pieringer,de GER,"FW,MF",Heidenheim,de Bundesliga,25.0,1999,23,18,1554,17.3,6,2,8,4,2,2,7,0,6.1,4.6,2.8,7.4,0.35,0.52,14,43,73,41,13,31.7,2.37,0.75,0.10,0.31,14.2,1,2,2,6.1,4.6,0.11,-0.1,-0.6,246,382,64.4,3289,897,2,2.8,1.5,-0.8,21,28,7,0,43,366,15,1,2,0,8,3,0,0,0,0,246,18,10,5,9,4,6,66.7,2,18,2,16,6,24,25,0,48,2.78,32,1,2,6,6,1,5,0.29,595,24,80,287,234,70,593,20,10,50.0,8,40.0,319,1327,486,14,17,3,51,19,417,73,7,0,0,41,36,11,8,6,10,1,0,0,45,54,78,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,Nicholas Pierini,it ITA,MF,Venezia,it Serie A,26.0,1998,2,0,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.00,0.13,1,2,4,1,0,0.0,1.08,0.00,0.00,,32.9,1,0,0,0.0,0.0,0.03,0.0,0.0,15,20,75.0,210,65,0,0.1,0.1,-0.1,2,1,0,0,2,18,2,0,0,0,3,0,2,0,2,0,15,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0,0,2,2.17,1,1,0,0,0,0,0,0.00,28,1,6,10,12,3,28,1,0,0.0,1,100.0,16,79,21,1,1,0,2,3,18,4,0,0,0,1,2,0,3,0,0,0,0,0,2,1,3,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,Santiago Pierotti,ar ARG,FW,Lecce,it Serie A,23.0,2001,27,15,1436,16.0,4,2,6,4,0,0,4,0,2.6,2.6,1.6,4.2,0.38,0.27,35,25,62,28,7,25.0,1.75,0.44,0.14,0.57,15.3,0,0,0,2.6,2.6,0.09,+1.4,+1.4,224,317,70.7,3065,798,2,1.6,0.8,+0.4,19,17,7,3,25,304,10,2,2,2,14,7,0,0,0,0,224,32,20,15,13,4,37,43.2,21,19,5,14,10,42,24,0,37,2.32,24,0,6,4,3,0,2,0.13,534,36,103,244,201,65,534,38,16,42.1,21,55.3,250,1697,911,35,17,17,38,22,301,62,4,0,0,44,10,10,14,10,20,0,0,0,82,40,49,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,Balthazar Pierret,fr FRA,MF,Lecce,it Serie A,24.0,2000,23,16,1302,14.5,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.5,0.00,0.03,11,67,12,4,0,0.0,0.28,0.00,0.00,,24.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,547,646,84.7,8480,2632,0,0.3,0.5,-0.3,8,58,4,1,67,628,17,13,0,6,8,0,4,3,1,0,547,40,25,20,18,2,23,34.8,15,15,4,11,15,55,31,1,27,1.87,24,0,0,0,1,2,0,0.00,799,55,192,518,98,10,799,16,8,50.0,4,25.0,399,1920,850,11,7,1,20,6,506,12,2,0,0,24,18,0,8,15,25,0,1,0,72,17,22,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
